Country.Name,units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Wind,Billion Kwh,,,,,,,,,,,,,0.002,0.004,0.007,0.011,0.011,0.017,0.023,0.049,0.078,0.07,0.064,0.093,0.1,0.2,0.2,0.2,0.3,0.3,0.294,0.483,0.494,0.77,1.11
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.008
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.008
Biomass and Waste,Billion Kwh,,,,,,,,,,,5.2,5,5,6,6.5,6.6,6.1,8.2,9.7,8.7,8.7,8.4,9.1,9.5,11,9.7,11,10,10.574,8.955,11.188,11.474,11.437,12.351,12.137
Fossil Fuels,Billion Kwh,22,12,11,10,12,17,17,19,12,20,23,24,17,20,26,24,30,26,22,23,22,28,31,40,35,22.01386,34.3617,31.0952,24.5293,24.74644,31.16852,24.072,17.21,20.10566,16.51486
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,69,66,67,69,71,74,76,78,79,80,82,78,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Generation,Billion Kwh,72,69,70,72,74,76,81,80,82,84,81,78,78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Nuclear,Billion Kwh,4.5,5.1,5.8,6.2,7.3,12,18,21,22,23,23,23,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Renewables,Billion Kwh,4.8,4.2,3.7,3.9,3.2,4.3,4,4.9,4.4,4.2,3.9,3.1,3.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hydroelectricity,Billion Kwh,4.8,4.2,3.7,3.9,3.2,4.3,4,4.9,4.4,4.2,3.9,3.1,3.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Geothermal,Billion Kwh,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Wind,Billion Kwh,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Solar,Billion Kwh,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Fossil Fuels,Billion Kwh,63,60,61,62,64,61,59,55,56,57,55,53,51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hydroelectric Pumped Storage,Billion Kwh,-0.6,-0.4,-0.3,-0.5,-0.4,-0.5,-0.5,-0.6,-0.7,-0.6,-0.6,-0.2,-0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Former Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,33,27,27,30,32,32,29,27,30,30,31,30,30,--,--,--,--,--,--,--,--,--,--
Generation,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,35,32,32,35,38,38,35,31,32,33,33,33,36,--,--,--,--,--,--,--,--,--,--
Nuclear,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--
Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,11,10,11,12,14,13,13,13,12,12,12,9.8,11,--,--,--,--,--,--,--,--,--,--
Hydroelectricity,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,11,10,11,12,14,13,13,13,12,12,12,9.8,11,--,--,--,--,--,--,--,--,--,--
Non-Hydroelectric Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--
Geothermal,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--
Wind,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--
Solar,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--
Biomass and Waste,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--
Fossil Fuels,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,24,22,22,24,25,26,23,19,21,21,22,24,25,--,--,--,--,--,--,--,--,--,--
Hydroelectric Pumped Storage,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,NA,-0.8,-0.8,-1.2,-1.2,-1.1,-1,-1.1,-0.9,-0.9,-0.5,-0.5,-0.3,--,--,--,--,--,--,--,--,--,--
Former U.S.S.R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,1169,1124,1234,1278,1342,1383,1344,1395,1433,1464,1461,1447,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Generation,Billion Kwh,1294,1252,1368,1417,1492,1545,1510,1572,1610,1643,1636,1607,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Nuclear,Billion Kwh,73,64,99,110,142,170,152,176,204,213,201,201,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Renewables,Billion Kwh,184,185,175,180,203,205,213,217,229,221,231,233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hydroelectricity,Billion Kwh,184,185,175,180,203,205,213,217,229,221,231,233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,0.026,0.027,0.029,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Geothermal,Billion Kwh,,,,,,,,,,0.026,0.027,0.029,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Wind,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Solar,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Fossil Fuels,Billion Kwh,1037,1003,1094,1127,1147,1170,1145,1178,1178,1209,1204,1173,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Former Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,51,55,56,59,63,65,68,70,72,71,71,65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Generation,Billion Kwh,57,58,60,64,70,72,75,77,80,79,79,75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Nuclear,Billion Kwh,,0.3,2.4,3.7,4.2,4,4,4.2,3.9,4.5,4.4,4.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Renewables,Billion Kwh,28,25,23,22,26,24,27,26,26,23,20,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hydroelectricity,Billion Kwh,28,25,23,22,26,24,27,26,26,23,20,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Geothermal,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Wind,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Solar,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Fossil Fuels,Billion Kwh,29,33,34,38,40,44,44,47,50,51,55,52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hydroelectric Pumped Storage,Billion Kwh,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,236,239,243,247,260,278,293,301,309,317,323,345,355,356,364,368,383,382,393,401,410,421,418,435,447,452.15806,447.93618,449.74518,462.5785,446.64636,474.009,443.589,454.661,455.1457,430.99852
Generation,Billion Kwh,250,262,265,280,306,324,342,356,371,384,396,429,438,447,453,468,483,477,482,495,510,520,526,534,541,544.71706,543.08218,538.17118,544.0475,507.45836,540.136,532.414,536.884,541.1857,533.57352
Nuclear,Billion Kwh,63,99,103,136,180,211,240,249,260,289,298,315,322,350,342,358,377,376,369,375,394,400,415,419,426,431.18,429.82,420.129,419.8,391.753,410.086,423.509,407.438,403.7,418.001
Renewables,Billion Kwh,69,72,70,69,65,62,62,70,75,48,55,59,71,67,81,75,67,66,65,76,71,79,65,64,65,57.475,63.454,67.147,75.098,71.162,79.575,66.114,84.676,98.015,92.768
Hydroelectricity,Billion Kwh,68,70,69,68,64,60,61,69,74,46,53,56,68,64,78,72,64,63,61,72,66,74,60,59,59,50.965,55.741,57.029,63.017,56.428,62.086,44.343,58.13,70.009,62.201
Non-Hydroelectric Renewables,Billion Kwh,1.1,1.2,1.6,1.3,1.5,1.3,1.4,1.4,1.4,2,2.2,2.4,2.4,2.3,2.5,2.8,3,3.3,3.3,3.8,4.2,5,5.4,5.8,6.2,6.51,7.713,10.118,12.081,14.734,17.489,21.771,26.546,28.006,30.567
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.01,0.01,0.01,,,
Wind,Billion Kwh,,,,,,,,,,,,,,0.002,0.005,0.005,0.007,0.011,0.02,0.037,0.077,0.1,0.3,0.4,0.6,1,2.2,4.1,5.7,7.9,9.945,12.05,14.913,16.03,17.25
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.51,0.513,0.518,0.542,0.674,1.12,2.605,4.473,5.154,6.391
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.527,0.458,0.414,0.481
Solar,Billion Kwh,,,,,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.006,0.007,0.007,0.009,0.01,0.013,0.018,0.042,0.174,0.62,2.078,4.015,4.74,5.91
Biomass and Waste,Billion Kwh,0.7,0.7,1.1,0.7,0.9,0.8,0.8,0.9,0.8,1.5,1.6,1.8,1.9,1.7,1.9,2.2,2.4,2.7,2.7,3.2,3.6,4.3,4.6,4.9,5,5,5,5.5,5.834,6.15,6.414,7.106,7.16,6.822,6.926
Fossil Fuels,Billion Kwh,118,91,92,76,61,52,41,37,36,48,44,57,47,32,31,36,40,36,51,46,47,42,48,52,52,57.99706,51.97918,52.96618,50.9245,46.38336,52.26,44.639,46.588,41.4117,24.96452
Hydroelectric Pumped Storage,Billion Kwh,-0.3,-0.4,-0.3,-0.6,-0.8,-0.7,-0.9,-0.8,-0.7,-0.5,-1.4,-1.6,-1.5,-1.2,-0.9,-1.2,-1.7,-1.5,-1.6,-1.8,-1.9,-1.7,-2.2,-2.1,-2.1,-1.935,-2.171,-2.071,-1.775,-1.84,-1.785,-1.848,-1.818,-1.941,-2.16
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.09858,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.63333,0.65658,0.83793,0.85746,0.95418,1.01649,0.93372,0.71517,0.6789,0.651
Generation,Billion Kwh,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.7,0.681,0.706,0.901,0.922,1.026,1.093,1.004,0.769,0.73,0.7
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.6,0.6,0.616,0.639,0.663,0.689,0.708,0.737,0.65,0.512,0.5,0.45
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.6,0.6,0.616,0.639,0.663,0.689,0.708,0.737,0.65,0.512,0.5,0.45
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.055,0.057,0.06,0.062,0.065,0.067,0.238,0.233,0.318,0.356,0.354,0.257,0.23,0.25
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.55893,0.58311,0.61008,0.63612,0.64914,0.72447,0.62496,0.63147,0.63984,0.7161
Generation,Billion Kwh,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.601,0.627,0.656,0.684,0.698,0.779,0.672,0.679,0.688,0.77
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,0.016,0.024,0.032,0.035,0.035,0.058,0.064,0.069,0.074,0.09,0.094,0.096,0.1,0.1,0.1,0.2,0.087,0.1,0.1,0.1,0.2,0.2,0.177,0.198,0.22,0.209,0.208,0.273,0.171,0.159,0.148,0.17
Hydroelectricity,Billion Kwh,,,,0.016,0.024,0.032,0.035,0.035,0.058,0.064,0.069,0.074,0.09,0.094,0.096,0.1,0.1,0.1,0.2,0.087,0.1,0.1,0.1,0.2,0.2,0.177,0.198,0.22,0.209,0.208,0.273,0.171,0.159,0.148,0.17
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.424,0.429,0.436,0.475,0.49,0.506,0.501,0.52,0.54,0.6
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.5,0.6,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1,0.8,0.9,0.9,1,1,1,1,1.1,1.2,1.2,1.2,1.217,1.299,1.374,1.444,1.439,1.485,1.55,1.644,1.8718,2.0964
Generation,Billion Kwh,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.5,1.5,1.513,1.609,1.68,1.778,1.801,1.862,1.954,2.065,2.1738,2.2634
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,0.3,0.4,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.811,0.943,0.8,0.893,0.944,0.907,0.841,0.908,0.933,0.797
Hydroelectricity,Billion Kwh,0.3,0.4,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.804,0.936,0.793,0.885,0.935,0.898,0.832,0.899,0.923,0.787
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,0.003,0.008,0.008,0.008,0.009,0.009,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.008,0.009,0.009,0.009,0.009,0.01,0.01
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,0.003,0.008,0.008,0.008,0.009,0.009,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.008,0.009,0.009,0.009,0.009,0.01,0.01
Fossil Fuels,Billion Kwh,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.702,0.666,0.88,0.885,0.857,0.955,1.113,1.157,1.2408,1.4664
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.03441,0.04185,0.04092,0.04185,0.04371,0.04464,0.04929,0.05394,0.05673,0.05301,0.06138,0.06138,0.06231,0.06417,0.06417,0.0651,0.06603,0.06975,0.07626,0.08463,0.1,0.1,0.1,0.1,0.2,0.17763,0.18879,0.19995,0.21111,0.21111,0.2139,0.22413,0.23343,0.23715,0.279
Generation,Billion Kwh,0.037,0.045,0.044,0.045,0.047,0.048,0.053,0.058,0.061,0.057,0.066,0.066,0.067,0.069,0.069,0.07,0.071,0.075,0.082,0.091,0.1,0.1,0.1,0.2,0.2,0.191,0.203,0.215,0.227,0.227,0.23,0.241,0.251,0.255,0.3
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.037,0.045,0.044,0.045,0.047,0.048,0.053,0.058,0.061,0.057,0.066,0.066,0.067,0.069,0.069,0.07,0.071,0.075,0.082,0.091,0.1,0.1,0.1,0.2,0.2,0.191,0.203,0.215,0.227,0.227,0.23,0.241,0.251,0.255,0.3
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,10,8.4,7.7,5.5,5.3,5.7,6.7,6.7,6.3,6.2,6.4,6.8,7,7.35514,6.69368,6.90516,7.09154,6.84924,7.62158,8.382,8.468,9.09772,9.81484
Generation,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,11,9.5,8.7,6.6,7.1,7,7.9,7.9,7.3,6.8,7.2,7.1,6.8,7.14314,7.11568,8.17316,8.30354,8.41524,9.98458,9.977,9.475,9.86872,10.16584
Nuclear,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,6.4,6.5,6.7,5.2,5.9,6,6.3,6.4,5.8,5.5,6.7,6.5,6,6.174,5.262,6.75,7.09,7.338,9.273,7.811,7.151,8.188,8.252
Hydroelectricity,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,6.4,6.5,6.7,5.2,5.9,6,6.3,6.4,5.8,5.5,6.7,6.5,6,6.174,5.262,6.75,7.09,7.338,9.273,7.811,7.151,8.188,8.252
Non-Hydroelectric Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Geothermal,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
